PartNumber,Shape,VT,SizeX,SizeY,Height,FIDL,Position,Pickup,NoPick,Usage,Reject,Error,Dislodge,Rescan,LCR,Pickup Rate,Reject Rate,Error Rate,Dislodge Rate,Success Rate
004.002.0000050,R-1206,60,3.048,1.524,0.57,"KT8FL J79522,KT8FL K08124,KT8FL K08130,KT8FL K08166,KT8FL K14374,KT8FL K14377",M3-20,25033,48,24985,0,154,199,0,0,99.2,0,0.62,0.8,98.59
004.002.0000062,R-1206,60,3.048,1.524,0.57,"KT8FL J79525,KT8FL K14339,KT8FL K14343",M3-17,12318,0,12318,0,0,2,0,0,99.98,0,0,0.02,99.98
004.002.0000063,R-0805,60,2.03,1.27,0.53,"KT8FL K08038,KT8FL K08129",M5-38,6165,0,6165,0,2,5,0,0,99.92,0,0.03,0.08,99.89
004.002.0000065,R-1206,60,3.048,1.524,0.57,"KT8FL J79525,KT8FL K08122,KT8FL K14223,KT8FL K31758",M3-7,18476,0,18476,0,0,2,0,0,99.99,0,0,0.01,99.99
004.002.0000067,R-0805,60,2.03,1.27,0.53,"KT8FL K14218,KT8FL K14222",M3-33,6177,0,6177,0,16,3,0,0,99.95,0,0.26,0.05,99.69
004.002.0000076,R-0805,60,2.03,1.27,0.53,"KT8FL K08033,KT8FL K08106",M5-40,6164,0,6164,0,6,0,0,0,100,0,0.1,0,99.9
004.002.0000077,R-0805,60,2.03,1.27,0.53,"KT8FL K08070,KT8FL K08168",M5-43,6170,0,6170,0,11,1,0,0,99.98,0,0.18,0.02,99.81
004.002.0000089,R-1206,60,3.048,1.524,0.57,"KT8FL J79406,KT8FL J79412,KT8FL K08128,KT8FL K08175,KT8FL K14222,KT8FL K14223,KT8FL K31622,KT8FL K31623","M2-2,M2-21",43132,8,43124,0,3,15,0,0,99.97,0,0.01,0.03,99.96
004.002.0000110,R-0805,60,2.03,1.27,0.53,"KT8FL K14218,KT8FL K14225",M5-42,6167,0,6167,0,8,1,0,0,99.98,0,0.13,0.02,99.85
004.002.0000121,R-1206,60,3.048,1.524,0.57,"KT8FL K08043,KT8FL K14223,KT8FL K31627",M3-28,12339,6,12333,0,3,14,0,0,99.89,0,0.02,0.11,99.86
004.002.0000122,R-1206,60,3.048,1.524,0.57,"KT8FL J79415,KT8FL K08028,KT8FL K08124,KT8FL K08187,KT8FL K14331",M2-3,18482,0,18482,0,2,6,0,0,99.97,0,0.01,0.03,99.96
004.002.0000123,R-1206,60,3.048,1.524,0.57,"KT8FL K08003,KT8FL K08036,KT8FL K08133,KT8FL K08143,KT8FL K08148,KT8FL K08180,KT8FL K14343,KT8FL K31755",M3-21,37022,69,36953,0,0,5,0,0,99.99,0,0,0.01,99.99
004.002.0000151,R-0805,60,2.03,1.27,0.53,"KT8FL K14217,KT8FL K14349",M4-39,6160,0,6160,0,0,2,0,0,99.97,0,0,0.03,99.97
004.002.0000155,R-1206,60,3.048,1.524,0.57,"KT8FL J79522,KT8FL K08006,KT8FL K14335,KT8FL K14381,KT8FL K14395",M2-20,24646,0,24646,0,3,11,0,0,99.96,0,0.01,0.04,99.94
004.002.0000208,R-0603,60,1.524,0.762,0.49,"KT8FL K08143,KT8FL K08180",M3-34,6166,0,6166,0,7,1,0,0,99.98,0,0.11,0.02,99.87
004.002.0000218,R-1206,60,3.048,1.524,0.57,"KT8FL K08068,KT8FL K08142,KT8FL K08187,KT8FL K08198,KT8FL K14380",M3-19,18494,12,18482,0,2,6,0,0,99.97,0,0.01,0.03,99.96
004.002.0000426,RA-0402,153,2.052,0.617,0.57,"KT8FL K08026,KT8FL K14346",M3-18,18496,16,18480,0,1,5,0,0,99.97,0,0.01,0.03,99.97
004.002.0000480,R-0805,60,2.03,1.27,0.53,"KT8FL K14374,KT8FL K31755",M4-40,6158,0,6158,0,0,0,0,0,100,0,0,0,100
004.002.0000484,R-0402,60,1,0.5,0.33,"KT8FL K14276,KT8FL K31716",M2-28,12324,0,12324,0,2,6,0,0,99.95,0,0.02,0.05,99.94
004.002.0000556,R-0805,60,2.03,1.27,0.53,"KT8FL K08123,KT8FL K31618",M5-39,6197,14,6183,1,12,12,0,0,99.81,0.02,0.19,0.19,99.61
004.002.0000558,R-0402,60,1,0.5,0.33,KT8FL K14386,M2-41,6159,0,6159,0,0,1,0,0,99.98,0,0,0.02,99.98
004.002.0000563,R-0402,60,1,0.5,0.33,"KT8FL K14366,KT8FL K31629",M2-29,12326,4,12322,0,0,6,0,0,99.95,0,0,0.05,99.95
004.002.0000564,R-0402,60,1,0.5,0.33,"KT8FL J79530,KT8FL K08200",M2-27,18486,5,18481,0,3,4,0,0,99.98,0,0.02,0.02,99.96
004.002.0000568,R-0402,60,1,0.5,0.33,"KT8FL K08041,KT8FL K08122,KT8FL K08133,KT8FL K08178,KT8FL K08196,KT8FL K14379,KT8FL K14380",M1-24,67829,56,67773,0,11,24,0,0,99.96,0,0.02,0.04,99.95
004.002.0000569,R-0402,60,1,0.5,0.33,"KT8FL J79415,KT8FL K08138",M2-18,12317,0,12317,0,0,1,0,0,99.99,0,0,0.01,99.99
004.002.0000572,R-0402,60,1,0.5,0.33,"KT8FL K08076,KT8FL K08133,KT8FL K08175,KT8FL K08178,KT8FL K14350,KT8FL K14390",M3-22,67824,46,67778,0,18,22,0,0,99.97,0,0.03,0.03,99.94
004.002.0000573,R-0402,60,1,0.5,0.33,"KT8FL K08036,KT8FL K14219",M1-17,12318,0,12318,0,0,2,0,0,99.98,0,0,0.02,99.98
004.002.0000577,R-0402,60,1,0.5,0.33,"KT8FL J79406,KT8FL J79413,KT8FL K08076,KT8FL K08084,KT8FL K08133,KT8FL K14219,KT8FL K14331",M3-24,55451,16,55435,0,8,5,0,0,99.99,0,0.01,0.01,99.98
004.002.0000579,R-0402,60,1,0.5,0.33,"KT8FL K08169,KT8FL K14383",M2-19,18475,0,18475,0,0,1,0,0,99.99,0,0,0.01,99.99
004.002.0000584,R-0402,60,1,0.5,0.33,KT8FL K08107,M2-38,6162,4,6158,0,0,0,0,0,100,0,0,0,100
004.002.0000586,R-0402,60,1,0.5,0.33,KT8FL K14220,M3-35,6159,0,6159,0,0,1,0,0,99.98,0,0,0.02,99.98
004.002.0000588,R-0402,60,1,0.5,0.33,"KT8FL K08197,KT8FL K14378",M2-37,6161,0,6161,0,1,2,0,0,99.97,0,0.02,0.03,99.95
004.002.0000599,R-0402,60,1,0.5,0.33,"KT8FL K08165,KT8FL K14395",M3-36,6165,4,6161,0,1,2,0,0,99.97,0,0.02,0.03,99.95
004.002.0000609,R-0402,60,1,0.5,0.33,KT8FL K14326,M2-36,6161,0,6161,0,1,2,0,0,99.97,0,0.02,0.03,99.95
004.002.0000612,R-0402,60,1,0.5,0.33,KT8FL K08121,M1-15,6160,0,6160,0,0,2,0,0,99.97,0,0,0.03,99.97
004.002.0000616,R-0402,60,1,0.5,0.33,KT8FL K31625,M2-35,6158,0,6158,0,0,0,0,0,100,0,0,0,100
004.002.0000628,R-0402,60,1,0.5,0.33,"KT8FL K08196,KT8FL K14337",M2-34,6166,5,6161,0,1,2,0,0,99.97,0,0.02,0.03,99.95
004.002.0000632,R-0402,60,1,0.5,0.33,"KT8FL K14334,KT8FL K31751",M3-37,6163,4,6159,0,1,0,0,0,100,0,0.02,0,99.98
004.002.0000646,R-0402,60,1,0.5,0.33,"KT8FL K08142,KT8FL K08195",M1-16,6159,0,6159,0,0,1,0,0,99.98,0,0,0.02,99.98
004.002.0000658,R-0402,60,1,0.5,0.33,"KT8FL J79522,KT8FL K31622",M2-16,12318,0,12318,0,0,2,0,0,99.98,0,0,0.02,99.98
004.002.0000663,R-0402,60,1,0.5,0.33,"KT8FL K08006,KT8FL K14327",M1-29,6158,0,6158,0,0,0,0,0,100,0,0,0,100
004.002.0000684,R-0402,60,1,0.5,0.33,KT8FL K14382,M2-32,6162,0,6162,0,1,3,0,0,99.95,0,0.02,0.05,99.94
004.002.0000687,R-0402,60,1,0.5,0.33,KT8FL K08002,M2-31,6159,0,6159,0,0,1,0,0,99.98,0,0,0.02,99.98
004.002.0000688,R-0402,60,1,0.5,0.33,"KT8FL K08001,KT8FL K14392",M1-30,6160,0,6160,0,1,1,0,0,99.98,0,0.02,0.02,99.97
004.002.0000689,R-0402,60,1,0.5,0.33,"KT8FL J79530,KT8FL K08026,KT8FL K08131,KT8FL K08177,KT8FL K31618,KT8FL K31628",M1-21,55493,28,55465,0,7,36,0,0,99.94,0,0.01,0.06,99.92
004.002.0000691,R-0402,60,1,0.5,0.33,KT8FL K14332,M2-30,6160,0,6160,0,1,1,0,0,99.98,0,0.02,0.02,99.97
004.002.0000698,C-0402,60,1.016,0.508,0.49,"KT8FL K08135,KT8FL K14384",M1-31,6162,4,6158,0,0,0,0,0,100,0,0,0,100
004.002.0000699,R-0402,60,1,0.5,0.33,"KT8FL K14371,KT8FL K31719",M1-32,6162,0,6162,0,0,4,0,0,99.94,0,0,0.06,99.94
004.002.0000701,R-0402,60,1,0.5,0.33,"KT8FL K08031,KT8FL K14370",M1-33,6165,4,6161,0,2,1,0,0,99.98,0,0.03,0.02,99.95
004.002.0000721,R-0402,60,1,0.5,0.33,KT8FL K14372,M2-15,6161,0,6161,0,3,0,0,0,100,0,0.05,0,99.95
004.002.0000728,R-0402,60,1,0.5,0.33,"KT8FL K08149,KT8FL K14394",M2-14,6160,0,6160,0,1,1,0,0,99.98,0,0.02,0.02,99.97
004.002.0000746,RA-0402,153,2.052,0.617,0.57,"KT8FL K08041,KT8FL K08138,KT8FL K08148,KT8FL K14223",M3-6,30812,12,30800,0,6,4,0,0,99.99,0,0.02,0.01,99.97
004.002.0000747,RA-0402,153,2.052,0.617,0.57,KT8FL K14369,M4-41,6158,0,6158,0,0,0,0,0,100,0,0,0,100
004.002.0000806,R-0402,60,1,0.5,0.33,KT8FL K08069,M1-34,6159,0,6159,0,0,1,0,0,99.98,0,0,0.02,99.98
004.002.0001050,R-2512,60,6.3,3.2,0.6,"KT12F 213700,KT12F 213773",M5-19,6162,4,6158,0,0,0,0,0,100,0,0,0,100
004.002.0001170,R-0805,60,2.03,1.27,0.53,"KT8FL K14339,KT8FL K31720",M2-6,6159,0,6159,0,0,1,0,0,99.98,0,0,0.02,99.98
004.002.0001422,RAA-0402,60,1.018,0.976,0.57,"KT8FL K14278,KT8FL K31755",M3-27,18480,0,18480,0,4,2,0,0,99.99,0,0.02,0.01,99.97
004.002.0001423,R-0402-S,60,1,1,0.33,"KT8FL K08138,KT8FL K14221,KT8FL K31619,KT8FL K31628","M1-10,M2-21",30815,25,30790,0,0,0,0,0,100,0,0,0,100
004.002.0050451,C-0402,60,1.016,0.508,0.49,"KT8FL J79521,KT8FL K08027",M4-5,6058,0,6058,0,0,6,0,0,99.9,0,0,0.1,99.9
004.003.0000018,C-0201,66,0.6,0.3,0.3,"KT8FL K08064,KT8FL K08068,KT8FL K08175,KT8FL K08187,KT8FL K14377,KT8FL K14390,KT8FL K31623,KT8FL K31718",M1-23,135866,78,135788,5,39,268,0,0,99.8,0,0.03,0.2,99.77
004.003.0000044,C-0603,60,1.524,0.762,0.67,"KT8FL K08143,KT8FL K31759",M4-6,6160,0,6160,0,0,2,0,0,99.97,0,0,0.03,99.97
004.003.0000045,C-0402,60,1.016,0.508,0.49,"KT8FL K14338,KT8FL K14346,KT8FL K31623",M1-19,24644,4,24640,2,1,5,0,0,99.98,0.01,0,0.02,99.98
004.003.0000049,C-0805,60,2.03,1.27,0.87,"KT8FL K08147,KT8FL K08161,KT8FL K14339",M3-16,12329,12,12317,0,0,1,0,0,99.99,0,0,0.01,99.99
004.003.0000062,C-0805,60,2.03,1.27,0.87,"KT8FL K14338,KT8FL K31752",M3-13,6161,0,6161,0,1,2,0,0,99.97,0,0.02,0.03,99.95
004.003.0000091,C-1206,60,3.048,1.524,1.08,"KT8FL K08064,KT8FL K08161,KT8FL K14381,KT8FL K31720",M3-12,6161,0,6161,0,0,3,0,0,99.95,0,0,0.05,99.95
004.003.0000100,C-0402,60,1.016,0.508,0.49,"KT8FL K08064,KT8FL K14333",M1-28,12335,12,12323,0,1,6,0,0,99.95,0,0.01,0.05,99.94
004.003.0000382,C-0402,60,1.016,0.508,0.49,"KT8FL J79409,KT8FL J79413,KT8FL K08001,KT8FL K08038,KT8FL K08084,KT8FL K08132,KT8FL K14370,KT8FL K14378,KT8FL K14379",M3-23,98654,90,98564,0,5,31,0,0,99.97,0,0.01,0.03,99.96
004.003.0000383,C-0603-W,60,1.594,0.973,0.67,"KT8FL J79408,KT8FL J79413,KT8FL K08033,KT8FL K08131,KT8FL K08173,KT8FL K08187,KT8FL K14221,KT8FL K14343,KT8FL K14350,KT8FL K14377,KT8FL K14380,KT8FL K31758","M2-21,M2-22",61775,76,61699,0,93,26,0,0,99.96,0,0.15,0.04,99.81
004.003.0000386,C-0805,60,2.03,1.27,0.87,"KT8FL K08026,KT8FL K08039,KT8FL K08040,KT8FL K08068,KT8FL K08131,KT8FL K08146,KT8FL K14222,KT8FL K14336,KT8FL K14379",M5-35,24651,12,24639,0,0,7,0,0,99.97,0,0,0.03,99.97
004.003.0000387,C-0402,60,1.016,0.508,0.49,KT8FL J79414,M2-5,6160,0,6160,0,0,2,0,0,99.97,0,0,0.03,99.97
004.003.0000398,C-0402,60,1.016,0.508,0.49,"KT8FL K08080,KT8FL K08133,KT8FL K31716,KT8FL K31719",M2-24,49307,30,49277,0,1,12,0,0,99.98,0,0,0.02,99.97
004.003.0000402,C-0402,60,1.016,0.508,0.49,"KT8FL K08136,KT8FL K08140",M2-17,12320,0,12320,0,0,4,0,0,99.97,0,0,0.03,99.97
004.003.0000403,C-0402,60,1.016,0.508,0.49,"KT8FL K14330,KT8FL K14333",M4-34,12321,5,12316,0,0,0,0,0,100,0,0,0,100
004.003.0000501,C-0402,60,1.016,0.508,0.49,"KT8FL J79409,KT8FL K08001,KT8FL K08043,KT8FL K08161,KT8FL K14217,KT8FL K14328,KT8FL K14370",M2-23,61661,51,61610,0,1,29,0,0,99.95,0,0,0.05,99.95
004.003.0000503,C-0402,60,1.016,0.508,0.49,"KT8FL K08034,KT8FL K14219,KT8FL K14348",M3-25,24646,10,24636,0,1,3,0,0,99.99,0,0,0.01,99.98
004.003.0000506,C-0402,60,1.016,0.508,0.49,"KT8FL J79522,KT8FL K08034,KT8FL K14366",M2-25,24648,8,24640,0,1,7,0,0,99.97,0,0,0.03,99.97
004.003.0000507,C-0402,60,1.016,0.508,0.49,"KT8FL K08029,KT8FL K08084,KT8FL K08128,KT8FL K08135,KT8FL K08146,KT8FL K08147,KT8FL K08149,KT8FL K08177,KT8FL K14350,KT8FL K14392,KT8FL K31627",M1-22,129447,76,129371,12,4,37,0,0,99.97,0.01,0,0.03,99.97
004.003.0000527,C-0402,60,1.016,0.508,0.49,"KT8FL K08037,KT8FL K08132",M4-35,12318,0,12318,0,0,2,0,0,99.98,0,0,0.02,99.98
004.003.0000530,C-0402,60,1.016,0.508,0.49,KT8FL K08010,M1-35,6159,0,6159,0,0,1,0,0,99.98,0,0,0.02,99.98
004.003.0000532,C-0402,60,1.016,0.508,0.49,KT8FL K14389,M2-4,6160,0,6160,0,0,2,0,0,99.97,0,0,0.03,99.97
004.003.0000534,C-0402,60,1.016,0.508,0.49,"KT8FL K08169,KT8FL K14224,KT8FL K14371",M1-20,24646,13,24633,0,0,1,0,0,100,0,0,0,100
004.003.0000535,C-0402,60,1.016,0.508,0.49,"KT8FL K08171,KT8FL K14384,KT8FL K31620",M1-26,24637,0,24637,0,1,4,0,0,99.98,0,0,0.02,99.98
004.003.0000545,C-0402,60,1.016,0.508,0.49,KT8FL K08126,M1-11,6158,0,6158,0,0,0,0,0,100,0,0,0,100
004.003.0000549,C-0402,60,1.016,0.508,0.49,"KT8FL K08110,KT8FL K08166",M3-15,12317,0,12317,0,0,1,0,0,99.99,0,0,0.01,99.99
004.003.0000556,C-0402,60,1.016,0.508,0.49,KT8FL K31753,M1-14,6160,0,6160,1,0,1,0,0,99.98,0.02,0,0.02,99.98
004.003.0000558,C-0402,60,1.016,0.508,0.49,KT8FL K08065,M2-42,6159,0,6159,0,0,1,0,0,99.98,0,0,0.02,99.98
004.003.0000561,C-0402,60,1.016,0.508,0.49,KT8FL K08067,M3-9,6164,4,6160,0,0,2,0,0,99.97,0,0,0.03,99.97
004.003.0000562,C-0402,60,1.016,0.508,0.49,"KT8FL K08131,KT8FL K14383",M1-27,18484,6,18478,0,0,4,0,0,99.98,0,0,0.02,99.98
004.003.0000569,C-0402,60,1.016,0.508,0.49,"KT8FL K08043,KT8FL K08127,KT8FL K08196,KT8FL K14327",M1-25,36949,0,36949,0,0,1,0,0,100,0,0,0,100
004.003.0000574,C-0402,60,1.016,0.508,0.49,"KT8FL K08128,KT8FL K08139",M4-33,12318,0,12318,0,0,2,0,0,99.98,0,0,0.02,99.98
004.003.0000737,C-0603,60,1.524,0.762,0.67,"KT8FL K08173,KT8FL K31752",M4-37,6158,0,6158,0,0,0,0,0,100,0,0,0,100
004.003.0000814,C-0402,60,1.016,0.508,0.49,KT8FL K08004,M4-36,6158,0,6158,0,0,0,0,0,100,0,0,0,100
004.003.0000890,C-0805,60,2.03,1.27,0.87,"KT8FL J79406,KT8FL K08132,KT8FL K08177,KT8FL K14278,KT8FL K14338,KT8FL K14343,KT8FL K14378",M3-31,12328,6,12322,0,0,6,0,0,99.95,0,0,0.05,99.95
004.003.0000912,C-1206,60,3.048,1.524,1.08,"KT8FL K14335,KT8FL K14387",M5-2,6158,0,6158,0,0,0,0,0,100,0,0,0,100
004.003.0000938,C-0603,60,1.524,0.762,0.67,KT8FL K08063,M4-8,6160,0,6160,0,0,2,0,0,99.97,0,0,0.03,99.97
004.003.0001833,C-1206,60,3.048,1.524,1.08,"KT8FL K08080,KT8FL K08084,KT8FL K31618,KT8FL K31621",M3-30,12322,0,12322,0,0,6,0,0,99.95,0,0,0.05,99.95
004.003.0050245,PHTOCOUPLER 1PIN,70,7,5,2.6,"KT16F 113875,KT16F 113876,KT16F 113880,KT16F 114036,KT16F 114037",M4-20,6181,39,6142,0,0,4,0,0,99.93,0,0,0.07,99.93
004.003.0050311,PHTOCOUPLER 1PIN,70,7,5,2.6,"KT16F 113876,KT16F 113880,KT16F 113923,KT16F 114037,KT16F 114038",M5-23,18466,18,18448,1,0,3,0,0,99.98,0.01,0,0.02,99.98
004.004.0000087,C-0402,60,1.016,0.508,0.49,KT8FL K08066,M1-13,6160,0,6160,1,0,1,0,0,99.98,0.02,0,0.02,99.98
004.004.0000114,C-0402,60,1.016,0.508,0.49,KT8FL K08145,M1-12,6171,12,6159,1,0,0,0,0,100,0.02,0,0,100
004.004.0000335,C-0402,60,1.016,0.508,0.49,"KT8FL K08068,KT8FL K08198",M3-29,12320,4,12316,0,0,0,0,0,100,0,0,0,100
004.004.0000336(004.004.0000336),C-0603,60,1.524,0.762,0.67,"KT8FL J79408,KT8FL K14328",M3-10,6158,0,6158,0,0,0,0,0,100,0,0,0,100
004.004.0001089,C-0402,60,1.016,0.508,0.49,KT8FL K08176,M2-39,6159,0,6159,0,0,1,0,0,99.98,0,0,0.02,99.98
004.004.0001663(004.004.0001663),L-5.8x5.2x4.5,180,5.8,5.2,4.5,"KT12F 213656,KT12F 213661,KT12F 213757",M4-28,2723,3,2720,0,0,2,0,0,99.93,0,0,0.07,99.93
004.004.0001664(004.004.0001664),L-4.5X4.5X3,180,4.5,4.5,3.3,"KT12F 213503,KT12F 213559,KT12F 213652,KT12F 213657,KT12F 213755",M4-30,6172,9,6163,0,0,5,0,0,99.92,0,0,0.08,99.92
004.004.0001835(004.004.0000647),C-0402,60,1.016,0.508,0.49,"KT8FL K08106,KT8FL K14379",M1-18,12342,12,12330,2,3,9,0,0,99.93,0.02,0.02,0.07,99.9
004.004.0002543,C-0603,60,1.524,0.762,0.67,"KT8FL J79521,KT8FL J79526,KT8FL K08003,KT8FL K08064,KT8FL K08147,KT8FL K14335,KT8FL K31628",M3-26,24661,20,24641,0,4,5,0,0,99.98,0,0.02,0.02,99.96
004.004.0002647,C-0805,60,2.03,1.27,0.87,"KT8FL J79412,KT8FL K08177",M5-37,6159,0,6159,1,0,0,0,0,100,0.02,0,0,100
004.004.0002705(004.004.0000034),L-5.8x5.2x4.5,180,5.8,5.2,4.5,"KT12F 213443,KT12F 213503,KT12F 213652,KT12F 213655,KT12F 213661",M5-29,6168,6,6162,0,0,4,0,0,99.94,0,0,0.06,99.94
004.004.0002711(004.004.0001663),L-5.8x5.2x4.5,180,5.8,5.2,4.5,"KT12F 213560,KT12F 213759",M4-28,3443,0,3443,0,3,0,0,0,100,0,0.09,0,99.91
004.004.0050084(004.004.0050084),C-0402,60,1.016,0.508,0.49,KT8FL K14347,M2-40,6171,0,6171,0,0,13,0,0,99.79,0,0,0.21,99.79
004.004.0050674(004.004.0050674),L-4X3X2.55,180,4.294,2.755,2.5,"KT12F 213443,KT12F 213663,KT12F 213773,KT12F 213774,KT12F 213775",M5-33,6189,20,6169,1,1,9,0,0,99.85,0.02,0.02,0.15,99.84
004.005.0000266(004.005.0000266),TO-252 D2PAK3,75,8.23,10.21,4.8,"KT24L 123932,KT24L 123933,KT24L 124017,KT24L 124018","M5-10,M5-9",6225,48,6177,0,0,60,0,0,99.03,0,0,0.97,99.03
004.005.0000559(004.005.0000968),TO252-HBR10150S,70,6.1,6.6,2.3,"KT16F 113877,KT16F 113991,KT16F 114039",M5-27,5716,6,5710,0,0,13,0,0,99.77,0,0,0.23,99.77
004.005.0000860,PONT DE DIODE-d10,70,6.6,6,1.3,"KT16F 113879,KT16F 113923,KT16F 114037,KT16F 114038,KT16F 114039",M6-40,12294,12,12282,0,0,4,0,0,99.97,0,0,0.03,99.97
004.005.0000968(004.005.0000968),TO252-HBR10150S,70,6.1,6.6,2.3,KT16F 114035,M5-27,461,0,461,0,0,0,0,0,100,0,0,0,100
004.005.0050047,DO-214AC,180,4.322,3.405,2.25,"KT12F 213559,KT12F 213653,KT12F 213756",M4-26,6092,3,6089,0,0,4,0,0,99.93,0,0,0.07,99.93
004.005.0050059(004.005.0050059),SOD-323-2,70,1.7,1.3,1.1,"KT8FL J79524,KT8FL K08007",M2-33,2523,0,2523,0,0,7,0,0,99.72,0,0,0.28,99.72
004.005.0050238(004.005.0050238),DO- SMA 3,180,3.493,2.434,1.2,"KT12F 213653,KT12F 213654,KT12F 213657,KT12F 213661,KT12F 213662",M2-12,24636,0,24636,0,0,4,0,0,99.98,0,0,0.02,99.98
004.005.0050239(004.005.0050239),DO- SMA 3,180,3.493,2.434,1.2,"KT12F 213559,KT12F 213664",M5-25,6151,0,6151,0,0,2,0,0,99.97,0,0,0.03,99.97
004.005.0052741(004.005.0052741),DO-214AC,180,4.322,3.405,2.25,"KT12F 213755,KT12F 213771,KT12F 213772",M5-21,6094,0,6094,0,0,2,0,0,99.97,0,0,0.03,99.97
004.005.0052822(004.005.0052822),SOD-323-2,70,1.7,1.3,1.1,"KT8FL J79523,KT8FL J79527,KT8FL K08026,KT8FL K14343,KT8FL K14345",M4-7,6174,12,6162,0,1,3,0,0,99.95,0,0.02,0.05,99.94
004.005.0052828(004.005.0052828),SOT-23,180,1.4,2.9,1.15,"KT8FL J79525,KT8FL K08034,KT8FL K08040,KT8FL K08082,KT8FL K14277,KT8FL K31796",M4-32,12349,18,12331,0,2,13,0,0,99.89,0,0.02,0.11,99.88
004.005.0052840(004.005.0050059),SOD-323-2,70,1.7,1.3,1.1,"KT8FL J79406,KT8FL K08040,KT8FL K14330","M2-33,M2-7",3652,6,3646,0,0,4,0,0,99.89,0,0,0.11,99.89
004.006.0052485(004.006.0052485),SOT-23,180,1.4,2.9,1.15,"KT8FL J79406,KT8FL J79409,KT8FL K08003,KT8FL K08082,KT8FL K08124,KT8FL K08148,KT8FL K08173,KT8FL K14348,KT8FL K14374,KT8FL K14390,KT8FL K31618",M2-26,24680,13,24667,0,13,22,0,0,99.91,0,0.05,0.09,99.86
004.007.0000202(004.007.0000202),SOT-23,180,1.4,2.9,1.15,"KT8FL K08080,KT8FL K08144,KT8FL K14367",M4-38,6116,0,6116,0,0,6,0,0,99.9,0,0,0.1,99.9
004.007.0000461,TO252-NCE65T360K,70,6.1,6.6,2.3,"KT16F 113876,KT16F 113879,KT16F 113923,KT16F 114035",M5-17,6163,0,6163,0,0,5,0,0,99.92,0,0,0.08,99.92
004.007.0052624(004.007.0000202),SOT-23,180,1.4,2.9,1.15,KT8FL K14368,M4-38,48,0,48,0,0,0,0,0,100,0,0,0,100
004.007.0052636(004.007.0052636),SOT-23,180,1.4,2.9,1.15,"KT8FL J79523,KT8FL K08040,KT8FL K08144,KT8FL K08161,KT8FL K14348,KT8FL K14392",M3-11,6172,6,6166,0,0,8,0,0,99.87,0,0,0.13,99.87
004.007.0052642(004.007.0052642),SOT-23,180,1.4,2.9,1.15,"KT8FL K08178,KT8FL K14222,KT8FL K14336,KT8FL K14368",M3-8,6170,3,6167,0,1,8,0,0,99.87,0,0.02,0.13,99.85
004.007.0052662(004.007.0052662),TO252,70,6.1,6.6,2.3,"KT16F 113879,KT16F 113923,KT16F 113991,KT16F 114038",M4-14,6166,4,6162,0,0,4,0,0,99.94,0,0,0.06,99.94
004.009.0000013,RESONAT 7.5x3.5x1.85,180,11.32,4.663,1.85,"KT24L 124011,KT24L 124017,KT24L 124018","M4-10,M4-11,M6-43",2123,92,2031,0,0,231,0,0,88.63,0,0,11.37,88.63
004.009.0000013(004.009.0000247),RESONAT 7.5x3.5x1.85,180,11.32,4.663,1.85,"KT24L 123880,KT24L 123931,KT24L 123932,KT24L 124011,KT24L 124018","M6-43,M6-44",4061,4,4057,0,0,9,0,0,99.78,0,0,0.22,99.78
004.009.0000381(004.009.0000381),QUARTS 3.1X2.4X0.7,180,3.153,2.388,0.7,"KT8FL K08082,KT8FL K14277,KT8FL K31718",M5-41,6163,0,6163,1,0,4,0,0,99.94,0.02,0,0.06,99.94
004.010.0000060,SOT-223,70,3.5,6.53,1.6,"KT12F 213654,KT12F 213655,KT12F 213661,KT12F 213756",M4-24,6159,0,6159,0,0,1,0,0,99.98,0,0,0.02,99.98
004.010.0000467,SOP8 5x3.9x1.5 P1.27,123,5,3.9,1.5,"KT12F 213503,KT12F 213560,KT12F 213656,KT12F 213664",M4-22,6176,15,6161,0,0,3,0,0,99.95,0,0,0.05,99.95
004.010.0000815,SOP8 d10,123,4.5,3.9,1.5,"KT12F 213663,KT12F 213700,KT12F 213774",M5-15,6155,0,6155,0,2,14,0,0,99.77,0,0.03,0.23,99.74
004.010.0001048,SOT23-6,123,1.6,2.9,1.1,"KT8FL J79413,KT8FL K08039,KT8FL K08077,KT8FL K14345,KT8FL K31796",M5-36,6162,0,6162,0,1,3,0,0,99.95,0,0.02,0.05,99.94
004.010.0001110,SOT23-6,123,1.6,2.9,1.1,"KT8FL K08028,KT8FL K14276,KT8FL K14381,KT8FL K31796",M3-14,6147,0,6147,0,0,6,0,0,99.9,0,0,0.1,99.9
004.010.0053127,SOT23-5,180,1.6,2.9,1.25,"KT8FL J79521,KT8FL J79524,KT8FL K14330,KT8FL K31621,KT8FL K31627",M5-3,6124,0,6124,0,1040,3,0,0,99.95,0,16.98,0.05,82.97
004.010.0053135(004.010.0053135),SOT-23,180,1.4,2.9,1.15,"KT8FL K08161,KT8FL K14330,KT8FL K14368,KT8FL K14392,KT8FL K31629,KT8FL K31796",M3-38,6179,9,6170,0,3,9,0,0,99.85,0,0.05,0.15,99.81
004.010.0053140,SOT23-6,123,1.6,2.9,1.1,"KT8FL J79524,KT8FL K08166,KT8FL K14345,KT8FL K14390",M3-32,6088,3,6085,0,0,4,0,0,99.93,0,0,0.07,99.93
