Machine,Position,PartNumber,Qty,Error code,Cause,Job
NXT6,M01-26,13-SWSTI9-712000JR,5,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1--test4$MODEL1$Original setup T 01
NXT6,M01-26,004.003.0000535,4,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-26,004.003.0000535,1,8000D721,"Processing error (non leaded part)
 Part body size Y tolerance error.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-27,19-GA0301-FTX46VT,22,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-27,004.003.0000562,10,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-27,0RJ1202C478,5,8000D701,"Processing error (shared):
Unable to find a part.","55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M01-27,13-VDJW53-72TSOTJR,4,8000D701,"Processing error (shared):
Unable to find a part.","50GTU4-lot 1--test4$MODEL1$Original setup T 01,50GTU4-lot 1--test4$MODEL1$Original setup T 02"
NXT6,M01-27,13-VDJW53-72TSOTJR,2,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,50GTU4-lot 1--test4$MODEL1$Original setup T 02
NXT6,M01-27,0RJ1202C478,1,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,50UT$MODEL1$Original setup T 1
NXT6,M01-27,19-GA0301-FTX46VT,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-28,0RJ0000C678,637,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M01-28,0RJ0000C678,60,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M01-28,0RJ0000C678,50,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M01-28,004.003.0000100,18,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-28,0RJ0000C678,13,80001812,Thermal compensation mark vision processing error,75UT$MODEL1$Original setup T 1
NXT6,M01-28,19-GA0221-JTXVT,11,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-28,0RJ0000C678,4,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,"50UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M01-28,19-GA0104-JTXJR,3,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1$MODEL1$Original setup T 01
NXT6,M01-28,004.003.0000100,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-29,0RJ1001C678,29,8000D701,"Processing error (shared):
Unable to find a part.","65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M01-29,19-GA0103-FTXVT,22,8000D701,"Processing error (shared):
Unable to find a part.","55GTU2-lot 1$MODEL1$Original setup T 01,43GTF4 LOT 01$MODEL1$Original setup T V1"
NXT6,M01-29,0RJ1001C678,2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1"
NXT6,M01-29,0RJ1001C678,1,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,65NANO$MODEL1$Original setup T 1
NXT6,M01-03,19-GA0622-FTXVT,9,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-03,EAN65427002,4,8000D701,"Processing error (shared):
Unable to find a part.",75UT$MODEL1$Original setup T 1
NXT6,M01-03,EAN65427002,3,80003411,Parts rejected due to machine condition,65NANO$MODEL1$Original setup T 1
NXT6,M01-03,19-GA0622-FTXVT,3,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-03,0RJ1004C478,1,80003411,Parts rejected due to machine condition,50UT$MODEL1$Original setup T 1
NXT6,M01-30,19-GA0201-FTXVT,18,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-30,0RJ5601C478,2,8000D701,"Processing error (shared):
Unable to find a part.",55UT$MODEL1$Original setup T 1
NXT6,M01-30,0RJ5601C478,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",55NANO$MODEL1$Original setup T 1
NXT6,M01-30,004.002.0000688,1,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-30,004.002.0000688,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-31,004.002.0000698,4,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-31,19-GA0342-FTX66VT,3,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-31,0RJ3003C478,2,8000D701,"Processing error (shared):
Unable to find a part.",50UT$MODEL1$Original setup T 1
NXT6,M01-31,19-GA0753-FTX1VT,1,8000340B,"The part has been picked up with misalignment in the X-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M01-31,19-GA0753-FTX1VT,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M01-31,19-GA0243-FTX01JR,1,8000D701,"Processing error (shared):
Unable to find a part.",50GTU4-lot 1$MODEL1$Original setup T 01
NXT6,M01-31,0RJ3003C478,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",65NANO$MODEL1$Original setup T 1
NXT6,M01-32,19-GA0333-JTXVT,19,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-32,0CC221BKFAA,4,8000D701,"Processing error (shared):
Unable to find a part.",55NANO-lot46$MODEL1$Original setup T 1
NXT6,M01-32,004.002.0000699,4,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-32,19-GA0333-JTXVT,2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-32,19-GA0333-JTXVT,2,8000D727,Processing error. The part is incorrect. (Non leaded part),43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-33,0RJ3300C678,17,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M01-33,004.002.0000701,5,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-33,004.002.0000701,2,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-33,19-GA0333-FTXVT,2,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-33,19-GA0333-FTXVT,1,8000340C,"The part has been picked up with misalignment in the Y-direction.
The part center is misaligned by 3 mm or more from the holder's center of rotation.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M01-33,19-GA0333-FTXVT,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-34,EBC62582710,31,8000D744,Processing error. Lead center tolerance error. (Lead measurement),"55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M01-34,EBC62582710,25,8000D749,"Processing error (lead measurement)
 The amount of detected leads are less that the amount specified.","50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M01-34,EBC62582710,12,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M01-34,33-VHL227-JTXVT,8,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-34,EBC62582710,2,8000D741,Processing error. Lead width tolerance error. (Lead measurement),"55NANO$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M01-34,004.002.0000806,1,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-35,45-OSC24M-0YF81VT,131,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-35,45-OSC24M-0YF81VT,15,80003411,Parts rejected due to machine condition,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-35,45-OSC24M-0YF81VT,14,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-35,0RJ6801C678,10,8000D701,"Processing error (shared):
Unable to find a part.",55NANO$MODEL1$Original setup T 1
NXT6,M01-35,19-GA0470-FTX01VT,2,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M01-35,45-OSC24M-0YF81VT,2,8000340F,The part has been picked up with misalignment in the Y-direction that is greater than the tolerance level specified in part data.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-35,004.003.0000530,1,8000D701,"Processing error (shared):
Unable to find a part.",40-43D10 6Module$MODEL1$Original setup T 02
NXT6,M01-36,19-GA0243-FTXVT,14,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-36,0RJ2202C678,13,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
NXT6,M01-37,EBC62582702,8,8000D749,"Processing error (lead measurement)
 The amount of detected leads are less that the amount specified.","50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1"
NXT6,M01-37,EBC62582702,4,8000D744,Processing error. Lead center tolerance error. (Lead measurement),"55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1"
NXT6,M01-37,EBC62582702,1,8000D701,"Processing error (shared):
Unable to find a part.",50UT$MODEL1$Original setup T 1
NXT6,M01-37,EBC62582702,1,8000D741,Processing error. Lead width tolerance error. (Lead measurement),OLED65CS4VA opt test$MODEL1$Original setup T 1
NXT6,M01-37,28-HB0821-JCXVT,1,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-38,0RJ3301C678,15,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1"
NXT6,M01-38,19-GA0223-FTXVT,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-38,19-GA0223-FTXVT,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M01-39,0RJ1002C478,18,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M01-39,0RJ1002C478,5,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M01-39,19-GA1242-FTXVT,5,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-39,0RJ1002C478,4,80001812,Thermal compensation mark vision processing error,75UT$MODEL1$Original setup T 1
NXT6,M01-39,0RJ1002C478,3,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","50UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1"
NXT6,M01-39,19-GA1242-FTXVT,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-39,19-GA0182-FTX1VT,1,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M01-04,28-HB0101-JCXVT,45,8000D701,"Processing error (shared):
Unable to find a part.","43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M01-04,0RJ1503C478,3,80003411,Parts rejected due to machine condition,50UT$MODEL1$Original setup T 1
NXT6,M01-04,28-HB0101-JCXVT,2,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"43GTF4 LOT 01$MODEL1$Original setup T V1,55GTU2-lot 1$MODEL1$Original setup T 01"
NXT6,M01-04,28-HB0101-JCXVT,1,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-04,28-HB0101-JCXVT,1,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M01-40,0RJ1000C678,195,8000D701,"Processing error (shared):
Unable to find a part.","55NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M01-40,0RJ1000C678,180,80003411,Parts rejected due to machine condition,"55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1"
NXT6,M01-40,0RJ1000C678,31,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","55NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M01-40,0RJ1000C678,12,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,"55NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1,OLED65CS4VA$MODEL1$Original setup T 2"
NXT6,M01-40,19-GA0213-FTXVT,9,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-40,0RJ1000C678,3,80001812,Thermal compensation mark vision processing error,75UT$MODEL1$Original setup T 1
NXT6,M01-40,19-GA0200-JTXVT,1,8000D701,"Processing error (shared):
Unable to find a part.",55GTU2-lot 1$MODEL1$Original setup T 01
NXT6,M01-41,0RJ1201C478,16,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,55NANO-lot46$MODEL1$Original setup T 1"
NXT6,M01-41,19-GA0123-FTXVT,4,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-41,0RJ1201C478,2,80001812,Thermal compensation mark vision processing error,75UT$MODEL1$Original setup T 1
NXT6,M01-41,19-GA0123-FTXVT,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-42,0RJ1801C678,35,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1"
NXT6,M01-42,0RJ1801C678,21,8000D720,"Processing error (non leaded part)
 Part body size X tolerance error.","65NANO$MODEL1$Original setup T 1,50UT$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1"
NXT6,M01-42,19-GA0151-FTXVT,11,8000D701,"Processing error (shared):
Unable to find a part.",43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-42,0RJ1801C678,1,8000340E,The part has been picked up with misalignment in the X-direction that is greater than the tolerance level specified in part data.,55NANO$MODEL1$Original setup T 1
NXT6,M01-42,0RJ1801C678,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,55NANO$MODEL1$Original setup T 1
NXT6,M01-42,19-GA0151-FTXVT,1,80003410,Parts are being picked shifted in the Q-direction above the tolerance specified in part data for the part.,43GTF4 LOT 01$MODEL1$Original setup T V1
NXT6,M01-43,0RJ0221C678,52,8000D701,"Processing error (shared):
Unable to find a part.","50UT$MODEL1$Original setup T 1,55NANO$MODEL1$Original setup T 1,65NANO$MODEL1$Original setup T 1,OLED65CS4VA opt test$MODEL1$Original setup T 1,55UT$MODEL1$Original setup T 1,75UT$MODEL1$Original setup T 1,65UT$MODEL1$Original setup T 1"
